'name';'short_name';'url_logo';'volume';'algoritm';'generation';'twitter id';'site_url';'date'
'Zoin';'ZOI';'https://pbs.twimg.com/profile_images/953019623611469825/uSiBxqM__400x400.jpg';21000000;'Lyra2RE';'PoW';'https://twitter.com/zoinofficial';'http://zoinofficial.com/';05.11.17
'DecentBet';'DBET';'https://www.cryptocompare.com/media/14913561/dbet.png';133039762,4;'';'';'https://twitter.com/Decent_Bet';'https://www.decent.bet/';13.09.17
'Patientory';'PTOY';'https://www.cryptocompare.com/media/1383547/ptoy.png';100002000;'';'';'https://twitter.com/Patientory';'http://www.patientory.com/';25.04.17
'Incent';'INCNT';'https://www.cryptocompare.com/media/352296/incnt.png';46016602;'';'';'https://twitter.com/IncentLoyalty';'http://www.incentloyalty.com/';07.12.16
'Linda';'LINDA';'https://www.cryptocompare.com/media/1383860/linda.png';50000000000;'Scrypt';'PoW/PoS';'https://twitter.com/Lindaproject';'http://lindacoin.com/';04.07.17
'InvestFeed';'IFT';'https://www.cryptocompare.com/media/12318127/ift.png';191381258;'';'';'https://twitter.com/investfeed';'https://www.investfeed.com/';28.06.17
'Clams';'CLAM';'https://www.cryptocompare.com/media/20020/clam.png';16726539,2;;'PoW';'https://twitter.com/ClamClient';'http://www.clamcoin.org/';24.05.14
'Chronobank';'TIME';'https://www.cryptocompare.com/media/352105/time.png';710113;'';'';'https://twitter.com/ChronobankNews';'http://chronobank.io/';08.12.16
'LUXCoin';'LUX';'https://www.cryptocompare.com/media/12318422/lux.png';60000000;'PHI1612';'PoW/PoS';'https://twitter.com/LUX_Coin';'http://luxcore.io/';10.10.17
'ICOS';'ICOS';'https://www.cryptocompare.com/media/1383968/icos1.png';591617;'';'';'https://twitter.com/icobox_io';'https://icos.icobox.io/';15.08.17
'BLUE';'BLUE';'https://www.etherblue.org/static/img/blue-logo@2x.png';42000000;'';'';'https://twitter.com/EthereumBlue';'http://www.etherblue.org/';17.10.17
'Primecoin';'XPM';'https://www.cryptocompare.com/media/19970/xpm.png';22244207;'Multiple';'PoW';'https://twitter.com/Primecoin';'http://primecoin.io/';07.07.13
'Hush';'HUSH';'https://www.cryptocompare.com/media/1383138/thehush_300x300.png';21000000;'Equihash';'PoW';'https://twitter.com/MyHushTeam';'https://myhush.org/';21.11.16
'Energycoin';'ENRG';'https://www.cryptocompare.com/media/19697/enrg.png';121580727,1;'Scrypt';'PoW/PoS';'https://twitter.com/energycoin';'http://energycoin.pw/';29.04.14
'MyBit Token';'MYB';'https://www.cryptocompare.com/media/1383746/myb.png';5000000;'';'';'https://twitter.com/MyBit_DApp';'https://mybit.io/';24.07.17
'OneRoot Network';'RNT';'https://www.oneroot.io/static/img/Group4562.svg';400000000;'';'';'https://twitter.com/OneRootNetwork';'https://www.oneroot.io/en';15.01.18
'Databits';'DTB';'https://www.cryptocompare.com/media/1382791/dtb.png';22747809;'';'';'https://twitter.com/AugmentorsGame';'http://www.augmentorsgame.com/';19.01.17
'FlorinCoin';'FLO';'https://www.cryptocompare.com/media/1383331/flo1.png';160000000;'Scrypt';'PoW';'https://twitter.com/Official_Florin';'http://florincoin.org/';17.07.13
'LoMoCoin';'LMC';'https://www.cryptocompare.com/media/1383139/lmc.png';1000000000;'Scrypt';'PoW/PoS';'https://twitter.com/LoMoStarLMC';'http://www.lomostar.com/';06.09.16
'ClearPoll';'POLL';'https://www.cryptocompare.com/media/12318144/poll.png';9999991;'';'';'https://twitter.com/voteclearpoll';'https://www.clearpoll.io/';11.10.17
'FoldingCoin';'FLDC';'https://www.cryptocompare.com/media/20284/fldc.png';1000000000;'Stanford Folding';'PoW';'https://twitter.com/FoldingCoin';'http://foldingcoin.net/';13.09.14
'Payfair';'PFR';'https://www.cryptocompare.com/media/16404867/pfr.png';33000000;'';'';'https://twitter.com/payfairio';'https://payfair.io/';27.11.17
'Soarcoin';'SOAR';'https://www.cryptocompare.com/media/14913644/soar.png';5000000000;'';'';'https://twitter.com/soarcoin';'https://www.soarlabs.org/';10.03.17
'Mintcoin';'MINT';'https://www.cryptocompare.com/media/19797/mint.png';21293925445,5;'Scrypt';'PoS';'https://twitter.com/MintcoinTeam';'http://www.mintcoinofficial.com/';06.02.14
'ProChain';'PRA';'https://pbs.twimg.com/profile_images/897698076227514370/5olpFeoB_400x400.jpg';100000000;'';'';'https://twitter.com/ProChainTech';'https://chain.pro/';13.12.17
'Elixir';'ELIX';'https://www.cryptocompare.com/media/12318172/elix.png';24147007;'';'';'https://twitter.com/elixtoken';'http://elixirtoken.io/';02.09.17
'Dovu';'DOVU';'https://www.cryptocompare.com/media/14761916/dovu.png';1200000000;'';'';'https://twitter.com/dovuapi';'https://dovu.io/';24.08.17
'Polybius';'PLBT';'https://www.cryptocompare.com/media/1383671/polybius.png';20000000;'';'';'https://twitter.com/PolybiusBank';'https://polybius.io/';30.03.17
'Rialto';'XRL';'https://www.cryptocompare.com/media/1383754/xrl.png';100000000;'';'';'https://twitter.com/RialtoAI';'https://www.rialto.ai/';15.07.17
'CVCoin';'CVCOIN';'https://www.cryptocompare.com/media/1383821/cvcoin.png';15193882;'';'';'https://twitter.com/cvcoin_ico';'https://ico.crypviser.net/';18.05.17
'Oxycoin';'OXY';'https://www.cryptocompare.com/media/9350753/oxy.png';105645305,3;'DPoS';'DPoS';'https://twitter.com/oxycoin';'https://oxycoin.io/';01.09.17
'Aventus';'AVT';'https://images.cryptocompare.com/83354/08e66602-2abf-4901-8103-05578cc03fe1.png';10000000;'';'';'https://twitter.com/AventusSystems';'https://aventus.io/';06.09.17
'Circuits of Value';'COVAL';'https://files.coinmarketcap.com/static/img/coins/64x64/circuits-of-value.png';1200000000;'Multiple';'PoW';'https://twitter.com/circuitsofvalue';'http://cov.al/';14.11.14
'FedoraCoin';'TIPS';'https://pbs.twimg.com/profile_images/450775765945036800/Vqf8c8sM_400x400.png';443168182458;'';'';'https://twitter.com/TiPS_FedoraCoin';'http://www.fedoracoin.top/';31.12.13
'Universal Cur...';'UNIT';'https://pbs.twimg.com/profile_images/933034811962224641/ThQAEEsg_400x400.jpg';210000000;'SHA256';'PoW/PoS';'https://twitter.com/UnitCurrency';'https://www.u-currency.com/';26.05.16
'SportyFi';'SPF';'https://www.cryptocompare.com/media/20780669/spf.png';70673454;'';'';'https://twitter.com/sportyfi_io';'https://sportyfi.io/';27.09.17
'Etheroll';'DICE';'https://www.cryptocompare.com/media/1383361/dice.png';7001623;'';'';'https://twitter.com/etheroll';'https://etheroll.com/';15.05.17
'Musicoin';'MUSIC';'https://www.cryptocompare.com/media/1382783/music.png';454898394;'Ethash';'PoW';'https://twitter.com/musicoins';'https://www.musicoin.org/';13.02.17
'Change';'CAG';'https://www.cryptocompare.com/media/25792623/cag1.png';79184116;'';'';'https://twitter.com/changefinance';'https://getchange.com/';14.10.17
'Sequence';'SEQ';'https://www.cryptocompare.com/media/1383558/seq.png';45336216,3;'Scrypt';'PoW/PoS';'https://twitter.com/dualitychain';'https://duality.solutions/';05.05.17
'Blockport';'BPT';'https://www.cryptocompare.com/media/27010454/bpt.png';69434799,6;'';'';'https://twitter.com/BlockportNL';'https://www.blockport.io/';08.12.17
'Vsync';'VSX';'https://www.cryptocompare.com/media/12318194/vsx.png';170344511,1;'X13';'PoW/PoS';'https://twitter.com/VsyncCrypto';'https://vsync.pw/';29.08.17
'Quantum';'QAU';'https://www.cryptocompare.com/media/1383669/qau.png';246855127;'';'';'https://twitter.com/QAUProject';'http://www.quantumproject.org/';15.04.17
'Pirl';'PIRL';'https://www.cryptocompare.com/media/14543968/pirl.png';8677908;'Dagger';'PoW';'https://twitter.com/PirlOfficial';'https://pirl.io/';25.08.17
'Global Currency Reserve';'GCR';'https://www.cryptocompare.com/media/20708/gcr.png';103651628;;'PoS';'https://twitter.com/GCRWorldwide';'http://gcrcoin.com/';28.06.15
'HEAT';'HEAT';'http://heatledger.com/img/logo-big.png';26000000;;'PoS/PoP';'https://twitter.com/heatcrypto';'http://heatledger.com/';12.07.16
'bitqy';'BQ';'https://www.cryptocompare.com/media/12318325/bq.png';10000000000;'';'';'https://twitter.com/bitqyOfficial';'http://bitqy.org/';26.08.17
'Xaurum';'XAUR';'https://www.cryptocompare.com/media/351382/xaur.png';127108472,5;'';'';'https://twitter.com/urumproject';'http://www.xaurum.org/';18.08.16
'GoByte';'GBX';'https://www.cryptocompare.com/media/15887411/gbx.png';31800000;'NeoScrypt';'PoW';'https://twitter.com/gobytenetwork';'https://www.gobyte.network/';16.11.17
'Solaris';'XLR';'https://www.cryptocompare.com/media/1382994/xlr.png';1107021,8;'XEVAN';'PoW/PoS';'https://twitter.com/SolarisCoin';'http://solariscoin.com/';17.03.17
'Monoeci';'XMCC';'https://monoeci.io/wp-content/uploads/2017/12/ico-monoeci-form.png';9964427;'';'';'https://twitter.com/monoeci_monaco';'http://www.monacocoin.net/';27.08.17
'bitUSD';'BITUSD';'https://www.cryptocompare.com/media/351491/bitusd.png';100000000000;'';'';'';'http://bit.ly/BitShares_USD';05.11.15
'Autonio';'NIO';'https://www.cryptocompare.com/media/16404894/nio.png';220466789;'';'';'https://twitter.com/AI_Autonio';'https://auton.io/';28.11.17
'Russian Miner Coin';'RMC';'https://www.cryptocompare.com/media/14913570/rmc.png';10756,8;'';'';'https://twitter.com/russianminerco';'https://rmc.one/';31.10.17
'Leverj';'LEV';'https://www.cryptocompare.com/media/12318249/lev.png';1000000000;'';'';'https://twitter.com/Leverj_io';'https://www.leverj.io/';07.11.17
'Espers';'ESP';'https://www.cryptocompare.com/media/14761907/esp.png';50000000000;'HMQ1725';'PoW/PoS';'https://twitter.com/EspersCoin';'http://espers.io/';12.04.16
'BlockCAT';'CAT';'https://www.cryptocompare.com/media/1383848/bcat1.png';9200151,4;'';'';'https://twitter.com/blockcatio';'https://blockcat.io/';13.08.17
'Bitcrystals';'BCY';'https://www.cryptocompare.com/media/350903/bcy.png';100000000;'Counterparty';'';'https://twitter.com/spellsofgenesis';'http://bitcrystals.com/';06.02.15
'Flixxo';'FLIXX';'https://www.cryptocompare.com/media/16404862/flixx.png';189151328,6;'';'';'https://twitter.com/flixxo';'https://medium.com/@flixxo';11.09.17
'Publica';'PBL';'https://www.cryptocompare.com/media/16404866/pbl.png';33787150;'';'';'https://twitter.com/PublicaIO';'https://publica.io/';11.08.17
'Sphere';'SPHR';'https://www.cryptocompare.com/media/19808/mrs.png';3082940;'Scrypt';'PoW/PoS';'https://twitter.com/ProjectSPHR';'http://www.sphrpay.io/';06.05.15
'Uquid Coin';'UQC';'https://www.cryptocompare.com/media/16746443/uqc.png';40000000;'';'';'https://twitter.com/UquidC';'https://uquidcoin.com/';08.09.17
'LockChain';'LOC';'https://www.cryptocompare.com/media/16746675/loc.png';18585933;'';'';'https://twitter.com/LockChainCo';'https://lockchain.co/';26.09.17
'OBITS';'OBITS';'https://www.cryptocompare.com/media/350565/obits.png';18276898;'';'';'https://twitter.com/Open_Bits';'http://obits.io/';01.12.15
'Stealthcoin';'XST';'https://pbs.twimg.com/profile_images/895233718012354561/N8JVJtsl_400x400.jpg';21820783,3;'X13';'PoW/PoS';'https://twitter.com/StealthCoin';'https://www.stealthcoin.com/';08.07.14
'KiloCoin';'KLC';'https://www.cryptocompare.com/media/352024/klc.png';10000000000;'Scrypt';'PoW';'';'http://kilocoin.com/';13.03.14
'Sumokoin';'SUMO';'https://www.cryptocompare.com/media/12318088/sumo.png';88888888;'CryptoNight';'PoW';'https://twitter.com/Sumokoin';'https://www.sumokoin.org/';07.05.17
'ArtByte';'ABY';'https://www.cryptocompare.com/media/1383379/aby.png';1000000000;'Scrypt';'PoW';'https://twitter.com/AppleByteMe';'http://www.applebyte.me/';01.05.14
'BitDice';'CSNO';'https://www.cryptocompare.com/media/1383922/csno.png';100000000;'';'';'https://twitter.com/BitDice';'https://ico.bitdice.me/en';15.08.17
'AsiaCoin';'AC';'https://files.coinmarketcap.com/static/img/coins/200x200/asiacoin.png';1274625722;'';'';'';'http://www.thecoin.asia/';20.04.14
'Pluton';'PLU';'https://www.cryptocompare.com/media/1382431/plu.png';20000000;'';'';'https://twitter.com/PlutusIT';'https://plutus.it/';21.06.16
'Ethorse';'HORSE';'https://www.cryptocompare.com/media/27010465/horse.png';125000000;'';'';'https://twitter.com/EthorseTeam';'https://ethorse.com/';12.12.17
'ALQO';'ALQO';'https://www.cryptocompare.com/media/16404849/alqo.png';57879300;'Quark';'PoW/PoS';'https://twitter.com/ALQOCOIN';'https://alqo.org/';30.10.17
'Exchange Union';'XUC';'https://www.cryptocompare.com/media/1383784/xuc.png';3000000000;'';'';'https://twitter.com/exchange_union';'http://www.exchangeunion.net/';25.10.17
'PinkCoin';'PINK';'https://www.cryptocompare.com/media/350588/pinkcoin-logo.png';500000000;'X11';'PoW/PoS';'https://twitter.com/Pinkcoin_';'http://getstarted.with.pink/';02.05.14
'Polis';'POLIS';'https://www.cryptocompare.com/media/20780731/polis.png';25000000;'X11';'PoW';'https://twitter.com/PolisBlockchain';'https://polispay.org/';21.12.17
'Sprouts';'SPRTS';'https://www.cryptocompare.com/media/20692/sprts.png';2274700370590;'SHA256';'PoW/PoS';'https://twitter.com/SproutCoin';'http://sproutcoin.github.io/';30.06.15
'Internet of People';'IOP';'https://www.cryptocompare.com/media/12318262/iop.png';21000000;'SHA256';'PoW/PoS';'https://twitter.com/IoP_community';'http://iop-project.com/';01.08.14
'Mysterium';'MYST';'https://www.cryptocompare.com/media/1383561/myst.png';32433366;'';'';'https://twitter.com/MysteriumNetwork';'https://mysterium.network/';01.05.17
'Curecoin';'CURE';'https://www.cryptocompare.com/media/1383812/cure.png';23839255,8;'Scrypt';'PoW';'https://twitter.com/CureCoin_Team';'https://www.curecoin.net/';11.11.14
'Regalcoin';'REC';'https://www.cryptocompare.com/media/12318179/rec.png';27000000;'X11';'PoW/PoS';'https://twitter.com/regalcoinx';'https://regalcoin.co/';16.08.17
'Syndicate';'SYNX';'https://www.cryptocompare.com/media/15887426/synx.png';17665820;'X11';'PoW/PoS';'https://twitter.com/syndicate_ltd';'http://syndicateltd.net/';14.06.16
'Aigang';'AIX';'https://www.cryptocompare.com/media/1383807/aig.png';29274566,7;'';'';'https://twitter.com/aigangnetwork';'https://aigang.network/';02.07.17
'MyWish';'WISH';'https://www.cryptocompare.com/media/16404892/wish.png';19803895,1;'';'';'https://twitter.com/mywishplatform';'https://mywish.io/index.html';01.08.17
'FlypMe';'FYP';'https://www.cryptocompare.com/media/16746604/fyp.png';35277363;'';'';'https://twitter.com/flyp_me';'https://flyp.me/';06.06.17
'SpreadCoin';'SPR';'http://www.spreadcoin.info/pics/logo.png';20000000;'X11';'PoW';'https://twitter.com/spread_coin';'http://www.spreadcoin.info/';30.07.14
'Lampix';'PIX';'https://www.cryptocompare.com/media/1384024/pix.png';327154880;'';'';'https://twitter.com/lampix_co';'https://lampix.co/';25.09.17
'E-Dinar Coin';'EDR';'https://files.coinmarketcap.com/static/img/coins/200x200/e-dinar-coin.png';1000000000000000;'X11';'DPoS';'https://twitter.com/edinarworldwide';'https://edinarcoin.com/';16.08.16
'DAO.Casino';'BET';'https://www.cryptocompare.com/media/1383729/bet.png';167270821;'';'';'https://twitter.com/daocasino';'https://dao.casino/';22.05.17
'B2B';'B2B';'https://files.coinmarketcap.com/static/img/coins/200x200/b2bx.png';19822337,2;'';'';'https://twitter.com/b2broker_net';'https://www.b2bx.pro/';04.09.17
'CrowdCoin';'CRC';'https://files.coinmarketcap.com/static/img/coins/200x200/crowdcoin.png';1196060;'NeoScrypt';'PoW';'https://twitter.com/CrowdCoin_CRC';'http://crowdcoin.site/';02.11.17
'Atmos';'ATMS';'https://www.cryptocompare.com/media/1383003/atms.png';110290030;'PoS';'PoS';'https://twitter.com/thenovusphere';'https://novusphere.io/';07.02.17
'Bulwark';'BWK';'https://pbs.twimg.com/profile_images/949700534948294657/nYjSZezT_400x400.jpg';27716121;'NIST5';'PoW/PoS';'https://twitter.com/BulwarkCoin';'https://bulwarkcrypto.com/';02.12.17
'EarthCoin';'EAC';'https://www.cryptocompare.com/media/19690/eac.png';13500000000;'Scrypt';'PoW';'https://twitter.com/getearthcoin';'http://getearthcoin.com/';21.12.13
'Spectre.ai Utility Token';'SXUT';'https://files.coinmarketcap.com/static/img/coins/200x200/spectre-utility.png';42980365;'';'';'https://twitter.com/SpectreAI';'http://www.spectre.ai/';12.01.18
'Devery';'EVE';'https://files.coinmarketcap.com/static/img/coins/200x200/devery.png';100000000;'';'';'https://twitter.com/deveryofficial';'https://devery.io/';24.01.18
'DopeCoin';'DOPE';'https://www.cryptocompare.com/media/351526/dope.png';575000000;'Scrypt';'PoW';'https://twitter.com/dopecoinGold';'http://www.dopecoin.com/';21.01.14
'ProCurrency';'PROC';'https://www.cryptocompare.com/media/1383159/proc.png';75000000000;'SHA256';'PoS';'https://twitter.com/ProCommerceInfo';'https://procommerce.io/';27.04.17
'FirstCoin';'FRST';'https://www.cryptocompare.com/media/1382654/first.png';110000000;'Scrypt';'PoW/PoS';'';'http://firstcoinproject.com/';05.02.17
'TIES Network';'TIE';'https://www.cryptocompare.com/media/1383955/tie.png';200000000;'';'';'https://twitter.com/tiesnetwork';'http://ties.network/?utm_source=cryptocompare.com&utm_medium=tracker';07.08.17
'Social Send';'SEND';'https://www.cryptocompare.com/media/16746577/send.png';150000000;'Quark';'PoW/PoS';'https://twitter.com/SocialSendCoin';'http://socialsend.io/';01.12.17
'onG.social';'ONG';'https://www.cryptocompare.com/media/16746484/ong.png';300000000;'';'';'https://twitter.com/OneName_Global';'https://ong.social/';17.06.17
'Vcash';'XVC';'https://www.cryptocompare.com/media/350813/xvc.png';15383526,9;'Whirlpool';'PoS';'https://twitter.com/Vcashinfo';'https://v.cash/';18.03.16
'AudioCoin';'ADC';'https://www.cryptocompare.com/media/350880/adc.png';10500000000;'Scrypt';'PoW/PoS';'https://twitter.com/Aurovine';'http://www.audiocoin.eu/';27.01.14
'GeoCoin';'GEO';'https://www.cryptocompare.com/media/20292/geo.png';1000000000;'Scrypt';'';'https://twitter.com/geo_coin';'http://geo.money/';18.08.13
'AdShares';'ADST';'https://www.cryptocompare.com/media/1383846/adst.png';12009726;'';'';'https://twitter.com/adsharesNet';'https://adshares.net/';07.07.17
'BuzzCoin';'BUZZ';'https://www.cryptocompare.com/media/15887419/buzz.png';21000000000;'SHA256D';'PoW/PoS';'https://twitter.com/_BuzzCoin';'http://www.buzzcoin.info/';12.01.16
'Wild Crypto';'WILD';'https://www.cryptocompare.com/media/12318298/wild.png';100000000;'';'';'https://twitter.com/WildCrypto';'https://wildcrypto.com/';05.09.17
'Bitdeal';'BDL';'https://www.cryptocompare.com/media/14913539/bdl.png';300000000;'Scrypt';'PoW';'https://twitter.com/bitdealuk';'https://bitdeal.co.in/';05.06.17
'Hacken';'HKN';'https://www.cryptocompare.com/media/16746674/hkn.png';5600000;'';'';'https://twitter.com/Hacken_io';'https://hacken.io/';30.08.17
'Bitmark';'BTM';'https://www.cryptocompare.com/media/20084/btm.png';27580000;'Scrypt';'PoW';'https://twitter.com/ProjectBitmark';'https://github.com/project-bitmark/';21.05.14
'Memetic / PepeCoin';'MEME';'https://files.coinmarketcap.com/static/img/coins/200x200/memetic.png';19465195;'';'';'https://twitter.com/pepecoins';'https://memetic.ai/';14.03.16
'Ecobit';'ECOB';'https://www.cryptocompare.com/media/1383670/ecob.png';444444444;'';'';'https://twitter.com/EcoBit_io';'https://www.ecobit.io/';09.04.17
'RussiaCoin';'RC';'https://www.cryptocompare.com/media/1381992/rc.png';144000000;'Scrypt';'PoW/PoS';'https://twitter.com/RussiaCoin';'http://www.russiacoin.info/';29.05.14
'Auroracoin';'AUR';'https://www.cryptocompare.com/media/19608/aur.png';8658139;'Scrypt';'PoW/PoS';'https://twitter.com/OfficialAUR';'http://auroracoin.is/';25.03.14
'TransferCoin';'TX';'https://files.coinmarketcap.com/static/img/coins/200x200/transfercoin.png';6304210;'X11';'PoW/PoS';'https://twitter.com/Transfer_dev';'https://txproject.io/';11.08.15
'TrezarCoin';'TZC';'https://www.cryptocompare.com/media/12318285/tzc.png';400000000;'NeoScrypt';'PoW/PoS';'https://twitter.com/TrezarCoin';'https://trezarcoin.com/';01.09.17
'Verify';'CRED';'https://www.cryptocompare.com/media/16746661/cred.png';29997543;'';'';'https://twitter.com/verif_yas';'https://verify.as/';08.11.17
'Mercury Protocol';'GMT';'https://www.cryptocompare.com/media/14913642/gmt.png';1000000000;'';'';'https://twitter.com/MercuryProtocol';'https://www.mercuryprotocol.com/';17.11.17
'Breakout';'BRK';'https://www.cryptocompare.com/media/350981/brk.png';42000000;'SHA256';'PoW/PoS';'https://twitter.com/BreakoutGaming';'http://breakoutenterprise.com/';15.10.15
'Bitcloud';'BTDX';'https://www.cryptocompare.com/media/14761939/btdx.png';200000000;'Quark';'PoW/PoS';'https://twitter.com/Bitcloud_BTD';'http://bit-cloud.net/';15.08.17
'Upfiring';'UFR';'https://www.cryptocompare.com/media/16404855/ufr.png';815000000,1;'';'';'https://twitter.com/upfiringHQ';'https://www.upfiring.com/';02.10.17
'DigiPulse';'DGPT';'https://files.coinmarketcap.com/static/img/coins/200x200/digipulse.png';5420726;'';'';'https://twitter.com/DigiPulseIO';'https://www.digipulse.io/';04.08.17
'HyperStake';'HYP';'https://www.cryptocompare.com/media/20624/hyp.png';1119413447,7;'X11';'PoW/PoS';'https://twitter.com/nigeldollentas';'http://hypercrypto.com/';06.07.14
'Hubii Network';'HBT';'https://www.cryptocompare.com/media/9350768/hbt.png';31801783,7;'';'';'https://twitter.com/hubiinetwork';'https://www.hubii.network/';24.08.17
'Blitzcash';'BLITZ';'https://files.coinmarketcap.com/static/img/coins/200x200/blitzcash.png';4121781,1;'X13';'PoS';'https://twitter.com/bitalize';'http://blitz.cash/';05.11.15
'Innova';'INN';'https://www.cryptocompare.com/media/14913536/inn.png';45000000;'NeoScrypt';'PoW';'https://twitter.com/InnovaCoin';'http://innovacoin.info/';19.10.17
'DCORP';'DRP';'https://www.cryptocompare.com/media/1383822/drp.png';8094002,5;'';'';'https://twitter.com/DcorpVC';'https://www.dcorp.it/';22.05.17
'CannabisCoin';'CANN';'https://files.coinmarketcap.com/static/img/coins/200x200/cannabiscoin.png';119692346,1;'X11';'PoW';'https://twitter.com/CannabisCoins';'http://cannabiscoin.net/';06.05.14
'VeriumReserve';'VRM';'https://www.cryptocompare.com/media/351522/vrm.png';1470259,2;;'PoWT';'https://twitter.com/VeriumReserve';'http://www.vericoin.info/';16.09.16
'Astro';'ASTRO';'https://www.cryptocompare.com/media/14913641/astro.png';6999999;'';'';'https://twitter.com/astronautcap';'http://www.astronaut.capital/';17.09.17
'Qwark';'QWARK';'https://www.cryptocompare.com/media/1383522/qwark.png';250377576;'';'';'https://twitter.com/QwarkToken';'http://www.qwark.io/';18.04.16
'LendConnect';'LCT';'https://www.cryptocompare.com/media/25792592/lct.png';6500000;'';'';'https://twitter.com/lendconnect';'https://lendconnect.io/';04.12.17
'Kore';'KORE';'https://www.cryptocompare.com/media/14543972/kore.png';13200000;'X13';'PoW/PoS';'https://twitter.com/NewKoreCoin';'http://korecoin.net/';15.06.14
'PRIZM';'PZM';'https://www.cryptocompare.com/media/1383242/pzm.jpg';6000000000;'SHA256';'PoS';'https://twitter.com/PRIZM_ru';'http://en.prizm.club/';20.04.17
'Opus';'OPT';'https://www.cryptocompare.com/media/1383873/opt.png';1600000000;'';'';'https://twitter.com/opusfoundation';'http://opus-foundation.org/';14.07.17
'ATLANT';'ATL';'https://www.cryptocompare.com/media/9350703/atlant.png';54175041;'';'';'https://twitter.com/atlantio';'https://runcpa.com/getoffer/38228-e374c9ba76a59b689e008c3e10f3e2fd-865';29.07.17
'BitcoinZ';'BTCZ';'https://files.coinmarketcap.com/static/img/coins/200x200/bitcoinz.png';21000000000;'Equihash';'PoW';'https://twitter.com/BTCZCommunity';'https://www.bitcoinz.global/';10.09.17
'Pesetacoin';'PTC';'https://www.cryptocompare.com/media/19868/ptc.png';166386000;'Scrypt';'PoW';'https://twitter.com/oPesetaCoin';'http://pesetacoin.info/';07.01.14
'Bonpay';'BON';'https://files.coinmarketcap.com/static/img/coins/200x200/bonpay.png';21745688,4;'';'';'https://twitter.com/Bonpay_com';'https://bonpay.com/';01.10.17
'Creditbit';'CRB';'https://www.cryptocompare.com/media/1382904/crbit1.png';16504333;'';'';'https://twitter.com/credit_2';'https://www.creditbit.org/';04.11.15
'MicroMoney';'AMM';'https://files.coinmarketcap.com/static/img/coins/200x200/micromoney.png';17532943,5;'';'';'https://twitter.com/micromoneyio';'https://www.micromoney.io/';22.09.17
'IntenseCoin';'ITNS';'https://www.cryptocompare.com/media/16746694/itns.png';305228706;'CryptoNight';'PoW';'https://twitter.com/intensecoin';'https://intensecoin.com/';15.08.17
'Synergy';'SNRG';'https://www.cryptocompare.com/media/20700/snrg.png';3380857,7;'X11';'PoW/PoS';'https://twitter.com/SynergyCoin';'http://www.synergycoin.com/';25.05.15
'Masternodecoin';'MTNC';'https://files.coinmarketcap.com/static/img/coins/200x200/masternodecoin.png';81195609;'';'';'https://twitter.com/masternodecoin';'http://www.masternodecoin.org/';06.09.17
'Novacoin';'NVC';'https://www.cryptocompare.com/media/20713/nvc.png';1966954;'Scrypt';'PoW/PoS';'https://twitter.com/MarketNvc';'http://novacoin.org/';09.02.13
'UFO Coin';'UFO';'https://www.cryptocompare.com/media/12318167/ufo1.png';4000000000;'NeoScrypt';'PoW';'https://twitter.com/UFOCoins';'https://ufocoin.net/';11.02.14
'GoldCoin';'GLD';'https://www.cryptocompare.com/media/19723/gld.png';72245700;'Scrypt';'PoW';'https://twitter.com/goldcoin';'https://www.goldcoin.org/';11.05.13
'Tao';'XTO';'https://files.coinmarketcap.com/static/img/coins/200x200/tao.png';32751645;'';'';'https://twitter.com/taoblockchain';'http://tao.network/';17.09.16
'Bitcoin Plus';'XBC';'https://files.coinmarketcap.com/static/img/coins/200x200/bitcoin-plus.png';105066,4;'Scrypt';'PoW/PoS';'https://twitter.com/BitcoinPlusXBC';'https://www.bitcoinplus.org/';30.03.14
'Bela';'BELA';'https://files.coinmarketcap.com/static/img/coins/200x200/belacoin.png';54000000;'Scrypt';'PoW';'https://twitter.com/BelaCoin';'http://belacoin.org/';23.02.16
'Riecoin';'RIC';'https://www.cryptocompare.com/media/19888/ric.jpg';84000000;'Groestl';'PoW';'https://twitter.com/riecoin';'http://riecoin.org/';26.06.14
'Bitzeny';'ZNY';'https://www.cryptocompare.com/media/20691/zny.png';250000000;'Scrypt';'PoW';'';'http://bitzeny.org/';13.05.15
'NuBits';'USNBT';'https://www.cryptocompare.com/media/20363/nbt.png';70351644;'SHA256';'PoS';'https://twitter.com/OfficialNuBits';'https://nubits.com/';23.09.14
'Dotcoin';'DOT';'https://www.cryptocompare.com/media/350909/dot.png';890000000;'Scrypt';'PoW';'https://twitter.com/dotcoinnz';'https://www.cryptopia.co.nz/';18.08.15
'Social';'SCL';'https://files.coinmarketcap.com/static/img/coins/200x200/social.png';16714020;'';'';'https://twitter.com/nexus_socials';'https://ico.nexus.social/';19.08.17
'Breakout Stake';'BRX';'https://www.cryptocompare.com/media/12317960/brx.png';12500000;;'PoW/PoS';'https://twitter.com/BreakoutGaming';'http://breakoutenterprise.com/';13.06.16
'Indorse Token';'IND';'https://www.cryptocompare.com/media/1383794/ind.png';170622047;'';'';'https://twitter.com/joinindorse';'https://indorse.io/';19.09.17
'XGOX';'XGOX';'https://www.cryptocompare.com/media/14913685/xgox.png';1000000000;'Scrypt';'PoW/PoS';'https://twitter.com/XgoxCoin';'http://xgox.rocks/';19.09.17
